State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Housholds_with_Electric_Lighting,Households_with_Internet,Rural_Households,Urban_Households,Sex Ratio (per 100 male),literacy_rate (%)
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,99602,3492,344937,50822,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,41046,827,207237,23558,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,150001,4469,597778,67928,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,69591,2635,334246,67752,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,113098,2964,265643,85483,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,127754,4746,510378,79288,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,88081,2624,316647,94843,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,75263,3385,558807,77733,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,196080,5834,349747,185621,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,257586,53181,170835,338935,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,695130,78116,355407,836316,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,105767,5309,700173,61467,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,104084,4313,673578,52794,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,296619,14597,761958,189170,95.0,61.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,95508,3845,786613,121064,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,104176,2217,304856,91565,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,181467,8002,926088,80582,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,183340,8517,309592,195321,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,89329,2825,335888,115486,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,61491,2488,299785,65985,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,49753,2682,363933,41323,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,43753,1503,349856,30764,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,127331,3486,742324,42775,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,77082,1079,258013,43819,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,582769,68506,344155,717566,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,42936,1316,198298,48525,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,79022,2642,338475,72783,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,281239,8726,407488,177802,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,149908,2656,352207,99321,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,425624,23717,381520,422303,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,145997,4447,465152,77963,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,281758,11690,692398,355518,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,368153,10077,673746,296104,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,83006,2870,371752,89638,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,71612,716,209813,24269,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,140538,5149,711085,41701,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,247856,5184,705025,73393,94.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,131112,3847,396775,143217,91.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,404499,9699,605082,284156,89.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,79525,2031,324972,27179,97.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,115163,3889,520289,134714,87.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,102040,3874,827583,111319,89.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,95582,5149,337048,91040,92.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,233701,5956,839737,49891,98.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,99466,3476,596317,121039,91.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,336056,19214,438935,316129,91.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,109876,1830,260056,21082,114.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,47083,435,96031,3880,109.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,71524,899,163434,22906,102.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,37725,548,85202,12839,98.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,95421,1344,183687,26256,102.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,117239,1366,227059,27177,108.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,254802,7883,269406,145253,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,52621,602,112148,9061,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,334670,4273,900515,90885,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,1049943,32323,1364868,862368,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,333752,5210,831044,134565,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,168069,2518,390949,70077,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,297176,10943,303284,215675,97.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,796953,30751,483384,869313,94.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,965258,31725,992085,647953,96.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,382500,9322,798378,319426,95.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,927602,136618,0,1308106,91.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,297716,5357,830318,128678,94.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,541169,7951,1501066,350899,96.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,623729,12787,1081381,468390,95.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,189889,3551,653219,99433,96.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,199307,2883,683981,94269,94.0,50.0
